donor_id,gender,age,income_bracket,employment_status,signup_channel,home_center_id,distance_to_center_km,first_donation_date
16722,M,53,<30k,employed,online,2,8.82,2023-10-20
16723,Other,44,30-60k,employed,walk-in,8,3.62,2024-01-16
16724,F,21,60-100k,employed,online,32,6.2,2024-09-04
16725,F,21,60-100k,student,walk-in,31,7.68,2023-06-26
16726,F,48,<30k,employed,online,17,4.06,2024-01-28
16727,M,46,<30k,student,online,29,12.24,2024-01-05
16728,M,31,60-100k,student,online,35,8.58,2023-02-09
16729,F,67,60-100k,retired,referral,13,15.08,2023-10-26
16730,F,65,30-60k,student,online,1,6.91,2024-07-27
16731,M,61,60-100k,unemployed,online,4,1.76,2024-04-12
16732,M,49,30-60k,employed,online,27,14.53,2023-10-01
16733,F,68,<30k,employed,online,33,4.84,2023-04-13
16734,M,33,60-100k,student,online,4,17.56,2024-07-07
16735,M,40,60-100k,student,walk-in,4,4.85,2023-03-04
16736,M,21,30-60k,unemployed,walk-in,15,1.62,2023-11-20
16737,M,57,60-100k,retired,walk-in,5,9.96,2024-01-04
16738,M,61,100k+,student,referral,8,28.28,2023-07-12
16739,M,55,60-100k,employed,online,8,35.06,2023-08-02
16740,M,30,30-60k,unemployed,online,31,1.58,2024-10-10
16741,F,69,<30k,unemployed,online,28,3.76,2024-11-09
16742,F,27,<30k,employed,online,35,2.87,2023-10-17
16743,F,38,100k+,employed,walk-in,26,2.18,2024-07-27
16744,F,67,60-100k,unemployed,referral,8,3.2,2023-02-06
16745,F,54,30-60k,unemployed,walk-in,2,1.04,2023-05-17
16746,F,62,<30k,employed,online,22,10.12,2023-10-24
16747,F,56,60-100k,student,online,35,3.86,2023-01-25
16748,F,50,<30k,employed,online,25,17.19,2023-04-17
16749,M,21,30-60k,student,online,37,23.68,2023-03-10
16750,M,69,100k+,employed,walk-in,21,5.01,2023-10-31
16751,Other,37,30-60k,employed,walk-in,13,4.96,2023-03-29
16752,M,59,30-60k,student,online,16,5.54,2024-08-12
16753,Other,18,30-60k,employed,online,33,1.23,2023-05-11
16754,M,23,60-100k,employed,walk-in,15,4.23,2023-08-13
16755,M,36,60-100k,student,referral,36,13.95,2023-11-05
16756,M,66,30-60k,employed,referral,8,23.1,2023-04-15
16757,M,33,<30k,employed,referral,12,23.53,2024-04-25
16758,M,22,60-100k,retired,online,11,4.44,2024-07-07
16759,M,32,30-60k,employed,online,9,5.82,2024-07-31
16760,M,18,60-100k,student,online,23,19.14,2024-07-12
16761,M,30,<30k,unemployed,referral,7,1.36,2024-11-30
16762,M,60,60-100k,student,online,35,2.2,2024-03-11
16763,M,32,<30k,student,walk-in,28,12.19,2023-02-20
16764,F,52,30-60k,student,online,19,6.87,2023-05-04
16765,M,48,60-100k,employed,walk-in,32,10.79,2024-07-08
16766,F,20,30-60k,retired,referral,22,15.1,2024-06-18
16767,M,24,<30k,employed,online,35,9.77,2023-03-07
16768,F,47,30-60k,retired,walk-in,1,11.75,2023-10-25
16769,M,38,<30k,employed,walk-in,15,5.0,2023-09-28
16770,F,42,60-100k,employed,referral,30,14.57,2023-05-01
16771,F,49,30-60k,employed,online,40,1.07,2024-03-27
16772,M,26,100k+,employed,referral,13,23.94,2024-04-27
16773,M,67,100k+,retired,walk-in,14,2.94,2023-08-31
16774,F,64,30-60k,employed,online,14,13.57,2024-12-18
16775,M,23,30-60k,unemployed,online,30,7.29,2024-05-20
16776,M,33,<30k,unemployed,online,31,5.03,2023-08-15
16777,F,33,30-60k,unemployed,online,36,4.53,2024-08-30
16778,M,29,100k+,employed,online,2,15.47,2024-09-21
16779,M,31,<30k,unemployed,online,29,7.4,2024-05-20
16780,F,65,100k+,employed,walk-in,32,31.72,2024-02-16
16781,F,30,<30k,unemployed,online,11,4.46,2023-05-07
16782,Other,54,30-60k,employed,online,19,28.05,2024-07-26
16783,M,34,<30k,student,referral,24,1.89,2023-10-10
16784,F,30,30-60k,employed,walk-in,2,22.05,2024-05-17
16785,M,20,<30k,employed,online,40,5.71,2024-02-03
16786,F,65,60-100k,retired,online,35,6.23,2023-07-11
16787,M,31,100k+,employed,walk-in,13,6.98,2024-01-07
16788,F,59,60-100k,unemployed,walk-in,7,13.27,2023-08-02
16789,F,45,60-100k,employed,online,32,9.97,2023-10-10
16790,F,68,<30k,retired,walk-in,7,20.81,2024-02-15
16791,M,65,<30k,employed,walk-in,14,12.54,2024-04-09
16792,F,66,100k+,employed,online,17,5.32,2024-02-19
16793,M,22,100k+,student,online,16,10.82,2023-01-15
16794,Other,67,60-100k,retired,online,8,9.49,2023-01-15
16795,F,66,<30k,employed,online,10,7.02,2023-12-12
16796,M,45,<30k,employed,online,13,14.67,2024-10-08
16797,M,24,30-60k,employed,walk-in,3,8.28,2023-08-07
16798,F,24,30-60k,retired,referral,6,18.06,2024-08-01
16799,M,63,60-100k,unemployed,online,35,3.61,2023-01-13
16800,M,63,60-100k,employed,online,24,10.59,2023-01-13
16801,M,46,100k+,student,online,11,19.55,2023-08-14
16802,M,54,100k+,employed,online,14,31.55,2024-01-10
16803,F,52,<30k,student,walk-in,8,5.46,2024-11-27
16804,F,19,<30k,unemployed,online,39,9.67,2024-10-13
16805,M,25,60-100k,employed,online,28,10.29,2023-08-29
16806,Other,27,60-100k,unemployed,referral,4,13.56,2023-08-03
16807,M,47,60-100k,employed,online,20,8.06,2023-03-03
16808,M,35,100k+,employed,referral,36,12.71,2023-12-28
16809,Other,19,<30k,unemployed,referral,31,19.77,2023-12-12
16810,M,21,<30k,retired,online,39,3.71,2023-09-29
16811,M,20,<30k,employed,online,15,7.63,2023-04-20
16812,M,34,100k+,employed,online,28,6.6,2023-06-13
16813,M,23,100k+,student,online,30,6.33,2024-12-26
16814,F,24,30-60k,unemployed,walk-in,26,34.4,2023-02-09
16815,M,20,<30k,employed,referral,11,4.42,2023-10-27
16816,F,54,30-60k,employed,walk-in,9,9.5,2023-11-16
16817,M,60,30-60k,student,referral,1,6.68,2024-05-01
16818,F,55,30-60k,employed,online,9,15.66,2023-12-15
16819,M,33,30-60k,employed,walk-in,18,28.82,2023-10-23
16820,F,52,30-60k,employed,online,7,7.41,2024-01-20
16821,F,68,60-100k,employed,walk-in,27,17.58,2023-08-19
16822,M,62,100k+,employed,online,25,1.14,2024-09-17
16823,M,32,30-60k,unemployed,referral,11,7.03,2023-08-26
16824,M,48,60-100k,unemployed,walk-in,31,7.2,2024-11-08
16825,F,19,60-100k,employed,referral,12,11.7,2024-03-26
16826,M,63,<30k,employed,online,28,9.46,2023-06-23
16827,F,57,30-60k,employed,walk-in,35,6.78,2023-07-15
16828,M,46,<30k,employed,online,16,15.48,2023-02-17
16829,M,59,30-60k,student,online,31,29.16,2024-12-22
16830,F,51,100k+,employed,online,39,7.35,2023-04-12
16831,F,41,30-60k,employed,online,14,12.1,2024-05-22
16832,F,66,<30k,unemployed,walk-in,34,6.95,2023-10-23
16833,M,52,60-100k,employed,walk-in,27,2.83,2023-11-21
16834,M,46,30-60k,employed,online,20,6.3,2023-12-10
16835,M,23,100k+,unemployed,walk-in,29,5.11,2023-10-19
16836,F,49,60-100k,employed,online,6,14.52,2023-12-13
16837,F,32,60-100k,retired,online,1,13.96,2023-05-01
16838,M,18,60-100k,employed,online,1,8.95,2024-02-10
16839,F,38,100k+,unemployed,online,6,8.33,2024-07-28
16840,M,30,60-100k,retired,online,32,0.5,2024-10-23
16841,M,43,30-60k,employed,online,24,10.15,2024-12-31
16842,M,45,30-60k,retired,online,8,8.65,2023-09-14
16843,F,46,100k+,retired,referral,32,20.7,2023-01-15
16844,F,31,60-100k,employed,online,20,6.18,2023-10-16
16845,M,68,<30k,employed,walk-in,7,8.82,2024-03-20
16846,M,45,30-60k,unemployed,online,34,1.92,2023-04-10
16847,M,24,<30k,employed,online,12,4.76,2024-06-04
16848,M,58,60-100k,unemployed,online,13,6.13,2023-01-06
16849,F,26,30-60k,employed,referral,34,5.29,2023-06-07
16850,F,68,100k+,student,walk-in,25,15.5,2023-03-06
16851,F,44,60-100k,employed,online,3,10.97,2023-07-07
16852,M,23,30-60k,unemployed,online,12,9.5,2023-12-29
16853,M,36,60-100k,employed,online,23,0.85,2023-05-02
16854,M,42,<30k,employed,walk-in,10,7.07,2024-11-22
16855,F,34,30-60k,unemployed,walk-in,2,2.98,2023-11-22
16856,F,54,30-60k,employed,online,21,5.51,2024-04-27
16857,F,52,60-100k,student,online,19,9.36,2024-09-08
16858,M,67,<30k,student,walk-in,17,18.7,2023-10-13
16859,F,32,<30k,employed,online,7,19.67,2023-05-23
16860,M,23,60-100k,employed,referral,33,8.22,2024-09-19
16861,M,18,30-60k,student,online,15,10.8,2024-02-25
16862,M,39,30-60k,employed,referral,16,22.38,2023-06-22
16863,M,20,<30k,unemployed,online,25,1.91,2024-12-10
16864,F,53,60-100k,student,walk-in,40,37.05,2024-04-10
16865,F,49,30-60k,employed,online,5,4.63,2023-12-29
16866,F,68,<30k,employed,online,29,12.01,2023-10-03
16867,F,19,100k+,employed,walk-in,23,10.96,2023-06-17
16868,F,25,30-60k,retired,walk-in,21,10.23,2023-01-15
16869,M,36,30-60k,employed,referral,26,0.91,2023-10-10
16870,M,66,<30k,employed,walk-in,11,8.32,2023-01-12
16871,F,27,60-100k,employed,walk-in,39,11.38,2023-01-27
16872,M,61,30-60k,employed,online,21,16.33,2023-05-01
16873,F,30,<30k,retired,online,28,10.72,2023-04-14
16874,M,57,30-60k,unemployed,online,29,8.13,2023-08-12
16875,M,67,30-60k,employed,online,17,26.78,2023-08-29
16876,M,49,60-100k,employed,online,29,10.06,2023-07-25
16877,M,68,30-60k,unemployed,online,3,11.58,2023-12-04
16878,F,60,30-60k,employed,online,23,8.6,2023-09-29
16879,F,60,30-60k,employed,referral,29,18.85,2024-07-03
16880,M,25,60-100k,employed,referral,9,4.89,2023-09-27
16881,M,27,30-60k,student,walk-in,39,8.1,2024-10-09
16882,F,23,60-100k,employed,online,37,8.3,2024-05-01
16883,M,19,30-60k,employed,walk-in,22,2.81,2024-02-02
16884,M,39,60-100k,unemployed,online,19,3.65,2024-06-20
16885,F,28,30-60k,unemployed,walk-in,22,16.44,2024-06-26
16886,F,42,100k+,employed,referral,33,4.0,2023-10-07
16887,M,34,60-100k,employed,walk-in,5,6.45,2023-09-28
16888,M,55,60-100k,employed,walk-in,40,7.79,2023-12-05
16889,Other,55,<30k,employed,walk-in,10,13.76,2023-08-30
16890,M,61,100k+,employed,online,38,6.52,2023-03-25
16891,F,18,30-60k,employed,online,15,15.13,2024-01-09
16892,F,40,60-100k,retired,walk-in,7,10.26,2023-10-27
16893,M,29,60-100k,unemployed,walk-in,35,7.48,2023-02-05
16894,M,22,<30k,employed,walk-in,35,0.5,2024-03-15
16895,M,55,100k+,employed,walk-in,8,3.17,2023-02-01
16896,M,39,30-60k,unemployed,online,31,12.35,2024-11-26
16897,M,68,<30k,employed,walk-in,20,2.58,2024-11-20
16898,M,50,60-100k,student,walk-in,35,12.9,2024-04-05
16899,F,68,60-100k,employed,online,35,23.08,2023-03-08
16900,F,24,60-100k,retired,referral,5,4.21,2023-01-15
16901,F,35,60-100k,employed,walk-in,14,6.85,2024-05-06
16902,M,25,60-100k,employed,online,19,0.5,2024-06-28
16903,F,62,100k+,student,online,35,11.74,2024-09-23
16904,M,19,30-60k,employed,online,33,9.2,2024-06-22
16905,F,31,100k+,student,walk-in,4,5.02,2023-05-23
16906,M,49,<30k,employed,walk-in,12,0.81,2023-08-06
16907,M,22,60-100k,employed,walk-in,15,9.85,2023-08-22
16908,F,36,60-100k,employed,walk-in,29,14.39,2023-11-08
16909,F,30,<30k,employed,walk-in,37,9.49,2024-04-23
16910,M,37,<30k,student,walk-in,28,5.56,2024-05-24
16911,F,25,<30k,employed,online,24,1.05,2024-12-30
16912,F,35,<30k,retired,online,14,18.74,2023-02-22
16913,M,52,60-100k,unemployed,referral,28,19.28,2024-04-04
16914,Other,60,30-60k,student,walk-in,27,38.62,2023-11-01
16915,F,46,30-60k,employed,walk-in,31,1.94,2024-12-16
16916,M,57,60-100k,employed,online,24,8.74,2024-08-22
16917,M,58,<30k,student,online,33,21.59,2024-07-04
16918,Other,26,30-60k,employed,online,32,21.17,2024-11-15
16919,F,21,30-60k,employed,online,19,3.44,2024-11-17
16920,F,52,30-60k,employed,referral,9,7.42,2024-04-08
16921,F,24,<30k,employed,walk-in,29,6.13,2023-08-17
16922,F,63,<30k,retired,online,26,14.83,2023-06-30
16923,F,54,60-100k,employed,online,12,9.67,2024-07-13
16924,M,25,<30k,employed,walk-in,32,12.28,2024-11-20
16925,M,51,100k+,unemployed,walk-in,17,9.47,2023-12-01
16926,F,31,100k+,employed,online,6,10.61,2023-10-16
16927,Other,29,30-60k,employed,referral,13,9.79,2024-11-30
16928,F,49,<30k,student,referral,39,4.41,2023-04-24
16929,M,53,30-60k,retired,online,40,11.56,2024-09-30
16930,M,55,100k+,employed,walk-in,8,15.51,2023-04-16
16931,F,36,30-60k,employed,online,2,6.67,2023-04-09
16932,F,25,60-100k,retired,walk-in,7,18.87,2024-10-06
16933,M,37,30-60k,employed,online,18,21.73,2024-12-04
16934,F,65,30-60k,retired,walk-in,10,18.33,2023-03-05
16935,M,43,<30k,employed,online,20,11.78,2024-03-20
16936,F,48,100k+,employed,online,38,10.04,2023-03-11
16937,F,62,30-60k,employed,walk-in,13,10.22,2023-01-27
16938,F,31,100k+,student,online,27,16.16,2023-09-13
16939,F,29,<30k,employed,online,25,5.62,2024-12-29
16940,F,37,60-100k,unemployed,referral,40,12.35,2024-07-03
16941,M,60,100k+,employed,referral,38,4.13,2023-04-22
16942,Other,21,<30k,student,online,28,10.25,2024-05-21
16943,M,28,30-60k,retired,referral,1,2.28,2024-09-05
16944,M,36,30-60k,unemployed,referral,22,5.68,2023-12-02
16945,M,27,30-60k,student,referral,36,10.27,2024-03-09
16946,Other,59,100k+,employed,walk-in,14,12.91,2023-04-27
16947,M,20,<30k,unemployed,online,1,7.85,2024-12-27
16948,M,24,30-60k,employed,online,29,32.42,2024-08-15
16949,M,37,100k+,employed,online,25,21.0,2024-12-14
16950,M,49,<30k,retired,online,39,3.2,2023-03-13
16951,M,27,60-100k,employed,walk-in,27,6.21,2023-08-16
16952,M,34,<30k,unemployed,online,18,2.07,2024-03-02
16953,F,47,100k+,employed,online,28,16.83,2024-01-16
16954,M,24,<30k,unemployed,online,7,2.96,2023-10-28
16955,M,48,60-100k,student,online,15,4.39,2023-05-17
16956,M,24,<30k,employed,online,4,12.16,2024-06-14
16957,M,29,100k+,employed,referral,16,10.76,2023-10-15
16958,F,53,<30k,employed,referral,9,5.63,2023-11-07
16959,M,28,30-60k,unemployed,online,11,5.69,2023-12-21
16960,F,25,30-60k,student,online,11,8.77,2024-05-13
16961,F,59,<30k,employed,online,12,10.34,2024-04-02
16962,F,64,100k+,employed,online,15,0.5,2023-06-16
16963,F,45,<30k,student,walk-in,32,22.6,2023-01-03
16964,F,40,30-60k,employed,online,18,8.69,2024-10-20
16965,F,60,30-60k,employed,referral,4,3.56,2023-09-07
16966,M,43,60-100k,employed,referral,39,22.0,2023-01-03
16967,M,27,<30k,employed,referral,12,10.03,2024-02-29
16968,F,54,100k+,employed,online,25,15.95,2023-08-27
16969,F,19,60-100k,employed,online,21,9.9,2024-11-04
16970,F,25,<30k,student,online,29,5.14,2024-07-07
16971,M,53,60-100k,student,walk-in,32,5.82,2024-04-24
16972,Other,31,<30k,retired,referral,14,1.61,2024-04-27
16973,F,23,<30k,employed,online,32,4.36,2024-10-08
16974,M,38,60-100k,employed,online,17,11.69,2024-09-14
16975,M,42,30-60k,employed,referral,25,16.55,2023-04-19
16976,M,34,60-100k,employed,online,36,1.8,2023-04-15
16977,M,32,30-60k,employed,online,11,14.86,2024-02-15
16978,Other,41,100k+,student,walk-in,38,2.68,2023-01-06
16979,M,44,30-60k,student,online,40,6.22,2023-01-29
16980,F,40,60-100k,employed,online,13,10.22,2023-08-08
16981,F,65,100k+,employed,referral,26,4.96,2023-02-05
16982,F,24,100k+,student,online,2,4.87,2024-01-25
16983,M,49,<30k,employed,walk-in,15,12.5,2023-03-14
16984,F,67,60-100k,retired,online,19,10.32,2024-06-25
16985,M,61,60-100k,employed,referral,32,3.05,2023-04-28
16986,F,51,100k+,employed,walk-in,10,11.2,2024-03-18
16987,M,34,60-100k,employed,walk-in,13,6.1,2023-04-11
16988,F,27,100k+,retired,online,27,9.75,2023-12-22
16989,M,33,100k+,employed,online,16,20.34,2023-10-17
16990,M,23,30-60k,employed,online,28,3.89,2023-03-08
16991,F,24,30-60k,unemployed,online,6,22.8,2023-01-23
16992,M,25,<30k,retired,referral,26,4.2,2023-10-12
16993,F,44,<30k,student,walk-in,23,2.35,2023-01-04
16994,M,32,60-100k,employed,walk-in,39,6.73,2023-12-05
16995,F,45,30-60k,employed,referral,9,7.59,2024-12-25
16996,M,38,100k+,employed,online,27,3.91,2024-02-01
16997,F,56,30-60k,student,referral,27,10.91,2024-12-17
16998,M,40,<30k,student,online,32,3.71,2024-08-10
16999,F,23,<30k,student,referral,8,3.06,2023-10-30
17000,M,62,30-60k,employed,walk-in,20,5.22,2024-06-03
17001,M,33,<30k,employed,online,25,5.74,2024-12-07
17002,M,68,<30k,unemployed,online,16,20.66,2023-09-03
17003,M,48,30-60k,employed,online,28,8.28,2023-03-10
17004,M,24,30-60k,retired,online,24,8.14,2023-06-18
17005,M,34,30-60k,employed,walk-in,19,5.79,2024-03-08
17006,M,38,<30k,student,walk-in,36,22.41,2024-05-15
17007,M,63,30-60k,unemployed,online,11,1.99,2023-09-17
17008,F,64,100k+,employed,walk-in,29,6.06,2024-11-11
17009,F,38,<30k,student,referral,32,3.14,2024-12-04
17010,M,25,30-60k,unemployed,referral,10,4.08,2023-05-20
17011,M,27,<30k,employed,online,8,19.21,2024-10-19
17012,F,25,60-100k,student,online,2,8.42,2023-01-31
17013,M,49,30-60k,student,online,38,16.06,2023-11-20
17014,M,26,60-100k,employed,online,32,14.11,2024-09-10
17015,M,30,<30k,employed,referral,16,10.48,2024-06-16
17016,F,60,<30k,retired,referral,2,5.33,2024-09-30
17017,F,49,<30k,employed,online,40,18.14,2023-12-01
17018,M,39,30-60k,employed,walk-in,16,6.71,2023-07-29
17019,M,64,60-100k,student,referral,10,3.06,2023-11-13
17020,F,46,60-100k,student,referral,5,6.52,2024-03-06
17021,M,53,30-60k,employed,walk-in,2,14.33,2023-02-06
17022,F,43,30-60k,employed,walk-in,1,15.78,2024-05-03
17023,M,54,60-100k,unemployed,online,37,19.7,2023-10-06
17024,F,58,30-60k,student,referral,12,17.32,2024-05-04
17025,F,59,<30k,employed,walk-in,38,9.47,2024-09-14
17026,F,67,30-60k,student,referral,2,4.77,2023-10-15
17027,F,40,<30k,retired,online,3,6.94,2024-04-28
17028,F,28,30-60k,employed,walk-in,3,8.01,2024-06-26
17029,F,46,30-60k,employed,online,19,12.22,2024-12-07
17030,M,47,30-60k,employed,walk-in,36,3.97,2024-05-11
17031,M,52,<30k,employed,online,20,5.91,2024-10-26
17032,F,25,60-100k,unemployed,walk-in,31,6.64,2024-09-06
17033,F,42,30-60k,student,walk-in,35,5.56,2023-02-11
17034,M,28,30-60k,employed,online,5,12.93,2024-08-31
17035,F,60,<30k,retired,online,33,6.64,2024-09-09
17036,F,56,<30k,student,online,4,2.82,2023-05-04
17037,M,43,30-60k,student,online,24,7.13,2023-05-05
17038,F,47,<30k,employed,referral,24,3.06,2024-06-21
17039,M,21,<30k,employed,online,13,6.81,2023-04-22
17040,F,56,100k+,unemployed,walk-in,33,0.5,2024-10-11
17041,M,45,100k+,employed,online,19,4.21,2023-07-06
17042,F,27,<30k,retired,online,30,8.42,2023-02-23
17043,F,25,60-100k,employed,online,19,9.76,2024-02-13
17044,F,32,30-60k,unemployed,walk-in,30,2.62,2024-11-30
17045,F,30,30-60k,student,online,9,3.83,2024-01-26
17046,F,50,30-60k,unemployed,online,27,12.26,2024-03-24
17047,F,29,<30k,student,walk-in,39,4.37,2024-08-19
17048,F,41,60-100k,employed,online,2,8.4,2023-06-18
17049,F,31,100k+,student,walk-in,24,14.26,2024-08-30
17050,M,23,60-100k,employed,online,24,15.2,2024-11-17
17051,F,55,<30k,employed,referral,36,34.95,2024-10-12
17052,F,66,<30k,employed,referral,26,8.59,2023-10-27
17053,M,19,30-60k,retired,walk-in,34,5.8,2023-08-24
17054,F,66,30-60k,employed,referral,33,2.29,2024-12-05
17055,F,64,30-60k,student,referral,29,8.46,2023-11-26
17056,F,23,<30k,retired,online,34,11.41,2024-11-22
17057,M,39,<30k,employed,online,6,8.31,2024-11-14
17058,Other,51,100k+,student,online,12,9.86,2024-01-29
17059,F,68,<30k,student,referral,6,1.52,2024-03-29
17060,F,36,100k+,employed,online,26,10.32,2024-03-31
17061,F,37,<30k,student,online,31,14.0,2024-01-19
17062,M,58,30-60k,employed,online,39,8.67,2023-02-01
17063,M,68,30-60k,employed,walk-in,9,2.32,2024-05-18
17064,F,62,100k+,student,online,31,4.39,2023-09-11
17065,M,30,100k+,student,walk-in,35,17.39,2024-04-10
17066,M,19,60-100k,unemployed,walk-in,23,3.48,2024-12-25
17067,M,48,60-100k,student,online,10,11.7,2024-08-15
17068,F,46,100k+,employed,online,10,6.31,2023-12-20
17069,M,31,100k+,retired,online,3,4.61,2024-01-25
17070,M,64,30-60k,employed,walk-in,35,5.58,2024-06-11
17071,F,61,30-60k,unemployed,walk-in,38,4.59,2024-04-20
17072,F,55,30-60k,employed,online,23,9.87,2023-09-08
17073,F,44,60-100k,student,online,34,3.81,2023-10-23
17074,M,31,<30k,employed,referral,3,6.59,2023-11-04
17075,M,35,30-60k,student,referral,28,4.33,2024-08-18
17076,M,61,60-100k,student,walk-in,26,2.55,2024-10-15
17077,M,52,30-60k,employed,online,25,14.8,2023-03-11
17078,F,30,60-100k,unemployed,referral,15,6.62,2024-05-26
17079,M,67,100k+,employed,online,25,5.06,2023-10-07
17080,F,23,30-60k,student,referral,9,4.1,2024-01-25
17081,F,41,30-60k,employed,walk-in,34,14.7,2023-05-10
17082,F,25,60-100k,employed,walk-in,10,8.61,2024-09-12
17083,F,58,60-100k,student,online,33,36.29,2023-12-05
17084,M,52,30-60k,employed,online,20,26.77,2024-06-15
17085,M,60,<30k,retired,walk-in,11,0.83,2023-09-19
17086,M,64,30-60k,unemployed,referral,26,11.47,2023-02-19
17087,M,27,30-60k,employed,walk-in,19,18.75,2024-12-06
17088,M,20,30-60k,employed,referral,25,1.8,2024-05-25
17089,M,54,<30k,employed,walk-in,4,5.78,2023-06-25
17090,F,38,30-60k,retired,online,24,17.53,2024-04-29
17091,M,54,60-100k,employed,online,7,11.16,2023-02-27
17092,M,30,30-60k,student,online,18,6.14,2024-03-25
17093,F,61,30-60k,student,walk-in,33,13.08,2024-08-02
17094,M,44,<30k,student,online,24,6.26,2023-09-03
17095,F,29,<30k,student,online,34,9.4,2023-08-01
17096,F,37,30-60k,employed,walk-in,34,9.38,2024-06-28
